,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
731,558,James Wiseman,C,22,DET,55,3,16.1,2.9,4.6,.639,0.0,0.0,.000,2.9,4.5,.644,.639,1.1,1.5,.706,1.7,3.3,5.0,0.8,0.2,0.6,1.0,2.2,6.9,2024
732,559,Christian Wood,PF,28,LAL,50,1,17.4,2.5,5.3,.466,0.7,2.3,.307,1.8,3.0,.587,.532,1.3,1.9,.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9,2024
733,560,Delon Wright,PG,31,TOT,43,1,15.2,1.5,4.0,.368,0.4,1.3,.333,1.0,2.7,.386,.424,0.7,0.9,.795,0.4,1.4,1.8,2.4,1.0,0.2,0.3,0.6,4.1,2024
734,560,Delon Wright,PG,31,WAS,33,0,13.8,1.5,3.7,.393,0.4,1.2,.368,1.0,2.5,.405,.451,0.7,0.9,.828,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.1,2024
735,560,Delon Wright,PG,31,MIA,10,1,19.6,1.5,4.9,.306,0.5,1.9,.263,1.0,3.0,.333,.357,0.7,1.0,.700,0.4,1.5,1.9,2.2,0.9,0.1,0.1,0.5,4.2,2024
736,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
737,561,Thaddeus Young,PF,35,TOT,29,6,14.0,2.2,3.6,.612,0.0,0.2,.167,2.1,3.3,.639,.617,0.2,0.5,.357,1.4,1.9,3.3,1.9,0.7,0.2,0.4,1.5,4.6,2024
738,561,Thaddeus Young,PF,35,TOR,23,6,15.2,2.3,3.8,.621,0.0,0.3,.167,2.3,3.5,.654,.626,0.2,0.5,.417,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,5.0,2024
739,561,Thaddeus Young,PF,35,PHO,6,0,9.5,1.5,2.7,.563,0.0,0.0,,1.5,2.7,.563,.563,0.0,0.3,.000,2.2,1.5,3.7,0.8,0.5,0.3,0.3,0.8,3.0,2024
740,562,Trae Young,PG,25,ATL,51,51,36.5,8.2,19.3,.426,3.3,8.9,.371,4.9,10.3,.473,.512,6.6,7.8,.856,0.4,2.3,2.7,10.8,1.4,0.2,4.3,2.1,26.4,2024
741,563,Omer Yurtseven,C,25,UTA,40,6,9.1,1.6,2.8,.554,0.1,0.5,.263,1.4,2.3,.613,.576,0.3,0.5,.619,1.2,2.3,3.5,0.5,0.1,0.4,0.7,1.1,3.6,2024
742,564,Cody Zeller,C,31,NOP,40,0,7.6,0.6,1.5,.417,0.0,0.1,.333,0.6,1.4,.421,.425,0.6,1.0,.605,1.2,1.6,2.7,0.9,0.2,0.1,0.4,1.1,1.9,2024
743,565,Ivica Zubac,C,26,LAC,61,61,26.4,4.9,7.4,.656,0.0,0.0,,4.9,7.4,.656,.656,1.7,2.4,.697,2.9,6.1,9.0,1.4,0.3,1.2,1.2,2.7,11.4,2024
